Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,3,45,0.002952756,0.998670756,0.998670756,3,28,0.001978659,9606,Homo sapiens,CYP39A1;AKR1C1;AKR1C2,,R-HSA-192178;R-HSA-193781;R-HSA-193758
R-HSA-8963693,Aspartate and asparagine metabolism,2,37,0.002427822,0.99871065,0.99871065,2,11,7.77E-04,9606,Homo sapiens,NAALAD2;SLC25A13,,R-HSA-5693783;R-HSA-372448
R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),2,37,0.002427822,0.99871065,0.99871065,1,11,7.77E-04,9606,Homo sapiens,DPM2;PIGP,,R-HSA-162730
R-HSA-9645723,Diseases of programmed cell death,11,98,0.006430446,0.99872025,0.99872025,7,37,0.002614656,9606,Homo sapiens,H2AZ2;PRDX2;BCL2L11;H2BC15;H4C14;DNMT3A;CAPN2;CAPN1;LMNB1,,R-HSA-8868134;R-HSA-8863012;R-HSA-8868340;R-HSA-8863008;R-HSA-8870686;R-HSA-8868573;R-HSA-9710490
R-HSA-1660662,Glycosphingolipid metabolism,9,86,0.005643045,0.998758319,0.998758319,7,32,0.002261324,9606,Homo sapiens,GLTP;B3GALNT1;UGT8;UGCG;CERK;ARSL;NEU1;ARSI;ARSG,,R-HSA-1638104;R-HSA-5340320;R-HSA-1614362;R-HSA-1638845;R-HSA-1605724;R-HSA-8878914;R-HSA-6785933
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,9,86,0.005643045,0.998758319,0.998758319,3,17,0.001201329,9606,Homo sapiens,CDK9;CDK7;CCNH;GTF2H2;BRCA1;GTF2H3;GTF2F2,,R-HSA-6797606;R-HSA-6797712;R-HSA-6797616
R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,1,28,0.00183727,0.998855618,0.998855618,1,7,4.95E-04,9606,Homo sapiens,FUT3,,R-HSA-5693925
R-HSA-5662702,Melanin biosynthesis,1,28,0.00183727,0.998855618,0.998855618,1,11,7.77E-04,9606,Homo sapiens,OCA2,,R-HSA-5662662
R-HSA-189200,Cellular hexose transport,1,28,0.00183727,0.998855618,0.998855618,1,18,0.001271995,9606,Homo sapiens,SLC2A9,,R-HSA-429036
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",4,54,0.003543307,0.999004414,0.999004414,3,3,2.12E-04,9606,Homo sapiens,RPS15;EIF3L;EIF3J;EIF2S2,,R-HSA-72691;R-HSA-72663;R-HSA-72669
R-HSA-72689,Formation of a pool of free 40S subunits,12,106,0.006955381,0.999045614,0.999045614,2,2,1.41E-04,9606,Homo sapiens,RPS15;EIF3L;EIF3J;UBC;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-72673;R-HSA-72676
R-HSA-72764,Eukaryotic Translation Termination,12,106,0.006955381,0.999045614,0.999045614,4,5,3.53E-04,9606,Homo sapiens,RPS15;N6AMT1;TRMT112;UBC;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-141671;R-HSA-141691;R-HSA-141673;R-HSA-6800138
R-HSA-73884,Base Excision Repair,11,100,0.00656168,0.999047311,0.999047311,18,107,0.007561303,9606,Homo sapiens,POLE4;SMUG1;H2AZ2;H2BC15;LIG1;RFC2;H4C14;POLD2;RPA1;TERF2IP,,R-HSA-110368;R-HSA-110371;R-HSA-5651792;R-HSA-5651805;R-HSA-5651773;R-HSA-9629497;R-HSA-110221;R-HSA-9629372;R-HSA-110351;R-HSA-9629373;R-HSA-9629216;R-HSA-110164;R-HSA-5651809;R-HSA-9629483;R-HSA-9629195;R-HSA-110363;R-HSA-5651789;R-HSA-110364
R-HSA-611105,Respiratory electron transport,14,118,0.007742782,0.999071725,0.999071725,16,19,0.001342661,9606,Homo sapiens,SURF1;TACO1;UQCR11;SDHA;COX6C;COX5B;NDUFS7;NDUFS6;NDUFAB1;TMEM126A;NDUFAF2;COX11;NDUFV2;ND3,,R-HSA-6800870;R-HSA-6800868;R-HSA-6799203;R-HSA-6799202;R-HSA-164651;R-HSA-6788556;R-HSA-6799179;R-HSA-6788523;R-HSA-163214;R-HSA-6799178;R-HSA-163213;R-HSA-6799191;R-HSA-163217;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196
R-HSA-5688426,Deubiquitination,46,289,0.018963255,0.999089374,0.999089374,63,77,0.005441312,9606,Homo sapiens,INO80C;BECN1;PSMD12;PSMD14;RPN2;TRRAP;WDR20;CCP110;FOXK1;ADRB2;BRCA1;USP18;HIF1A;ACTB;IFIH1;PSMB7;UCHL1;UBC;PSMD3;TRIM25;CCN1;BARD1;IL33;USP4;RIPK2;OSBPL3;AXIN2;PSMB8;TGFBR1;TGFBR2;HCFC1;NFKBIA;CCNA2;CCNA1;MAVS;PSMC5;KAT2A;H2BC15;PSMA1;TRAF3;HGS;PTRH2;CFTR,,R-HSA-6781797;R-HSA-688136;R-HSA-5690196;R-HSA-6782820;R-HSA-8869506;R-HSA-5689950;R-HSA-5688797;R-HSA-5696605;R-HSA-5690843;R-HSA-5696600;R-HSA-6781814;R-HSA-5689539;R-HSA-5696960;R-HSA-5665871;R-HSA-5690319;R-HSA-8865182;R-HSA-5690827;R-HSA-5689544;R-HSA-5696968;R-HSA-3640872;R-HSA-5690870;R-HSA-5689972;R-HSA-6781764;R-HSA-5689973;R-HSA-5691381;R-HSA-5696627;R-HSA-5697009;R-HSA-870437;R-HSA-6781897;R-HSA-6783177;R-HSA-936381;R-HSA-5696997;R-HSA-6781779;R-HSA-5690080;R-HSA-5696872;R-HSA-5690856;R-HSA-5696534;R-HSA-5689111;R-HSA-6782628;R-HSA-5696914;R-HSA-5691411;R-HSA-936390;R-HSA-5689630;R-HSA-5690759;R-HSA-5688837;R-HSA-8869456;R-HSA-5696564;R-HSA-5696947;R-HSA-5696945;R-HSA-5689649;R-HSA-5665854;R-HSA-5696958;R-HSA-8862184;R-HSA-5690790;R-HSA-5691431;R-HSA-5696547;R-HSA-5690785;R-HSA-5690159;R-HSA-5691439;R-HSA-2179291;R-HSA-5690157;R-HSA-6782106;R-HSA-5690152
R-HSA-5653656,Vesicle-mediated transport,159,828,0.054330709,0.999100234,0.999100234,187,252,0.017807929,9606,Homo sapiens,ITSN2;SCARB1;SPARC;TFRC;KDELR1;DENND5B;FNBP1L;ACTB;RABGEF1;TUBB3;AKT2;FTH1;GOLGA1;AP1S2;AKT1;AP2M1;TBC1D10A;AGFG1;WNT5A;AP1B1;COG2;COG1;TSC1;ANK2;ANK3;GAPVD1;RINT1;RAB31;COL4A2;HGS;COL4A1;KDELR2;KIF20A;KDELR3;RIN2;VPS25;CFTR;FTL;TMED10;TGFA;ADRB2;GJC1;UBC;SFN;TBC1D17;KIAA0319;RAB6B;AP1M2;TXNDC5;SPTBN2;PACSIN1;VTI1B;MSR1;RAB4A;SURF1;AMBP;HPS4;RAB27A;SSC5D;TRAPPC8;LNPEP;SNF8;GJB2;COL1A2;GJB1;ARPC2;GJB3;GJB6;KIF4A;CALR;CALM1;CNIH2;RGL2;TUBA8;ARF3;SERPINA1;HIP1;CTSZ;PRKAG2;AP2A1;BICD1;BICD2;AP4M1;TUBA1B;YWHAQ;KIF1C;EMILIN2;YWHAG;YWHAH;CAP1;ACTR3;NAA30;EXOC7;SGIP1;DENND2B;DENND2A;KIF23;RAB3IL1;EPS15L1;TACR1;YWHAZ;DNM1;EPN1;TBC1D1;TBC1D2;TUBB2B;TUBB2A;KIFC1;PLIN3;EXOC3;MYH9;EXOC5;CHMP6;VAMP4;HBEGF;RALA;PRKAA2;STX16;GPS1;RAB1B;VPS4B;STX18;EGFR;NAPG;AGPAT3;ARFRP1;CYTH2;GGA3;ALS2CL;FCHO2;REPS2;BNIP1;LDLR;YKT6;PPP1R14C;EGF;TRAPPC10;HIP1R;DTNBP1;TPD52L1;TUBB4A;SNX18;MYO1C;KIF26A;SYT11;RAB12;DLC1;KIF26B;CAPZA1;COL7A1;TRIP11;RAB9B,,R-HSA-8868230;R-HSA-1445143;R-HSA-5229132;R-HSA-6814831;R-HSA-1458463;R-HSA-8868236;R-HSA-1445149;R-HSA-1445144;R-HSA-2168881;R-HSA-6814833;R-HSA-2316347;R-HSA-8876191;R-HSA-2168888;R-HSA-8876190;R-HSA-8854173;R-HSA-2316349;R-HSA-8854182;R-HSA-8876454;R-HSA-6807877;R-HSA-1458485;R-HSA-2187266;R-HSA-6807875;R-HSA-8877475;R-HSA-8876193;R-HSA-6807872;R-HSA-8867756;R-HSA-2197770;R-HSA-8867754;R-HSA-350769;R-HSA-190519;R-HSA-432688;R-HSA-190520;R-HSA-2299677;R-HSA-8847544;R-HSA-6811431;R-HSA-5671702;R-HSA-8849350;R-HSA-6811429;R-HSA-8849348;R-HSA-6811428;R-HSA-9681616;R-HSA-1629787;R-HSA-6811427;R-HSA-432706;R-HSA-6811426;R-HSA-432707;R-HSA-8854209;R-HSA-6811425;R-HSA-8849345;R-HSA-8877760;R-HSA-8854222;R-HSA-432712;R-HSA-8849353;R-HSA-6811433;R-HSA-8866269;R-HSA-6807868;R-HSA-2203516;R-HSA-6807866;R-HSA-6807864;R-HSA-8868071;R-HSA-8866279;R-HSA-8863463;R-HSA-8863718;R-HSA-8866277;R-HSA-3221843;R-HSA-2316352;R-HSA-8866275;R-HSA-2507854;R-HSA-8854255;R-HSA-8863471;R-HSA-5694527;R-HSA-8856813;R-HSA-1449597;R-HSA-8866283;R-HSA-5694522;R-HSA-8863723;R-HSA-8863721;R-HSA-8868072;R-HSA-190829;R-HSA-8856808;R-HSA-6811415;R-HSA-6811414;R-HSA-8877813;R-HSA-2173778;R-HSA-6811412;R-HSA-6811411;R-HSA-1454689;R-HSA-8863472;R-HSA-6811423;R-HSA-8877311;R-HSA-2247514;R-HSA-5229111;R-HSA-6811422;R-HSA-8877308;R-HSA-2247513;R-HSA-1454699;R-HSA-6811418;R-HSA-6811417;R-HSA-5694423;R-HSA-8847875;R-HSA-5694418;R-HSA-2512800;R-HSA-5694417;R-HSA-5694428;R-HSA-8847883;R-HSA-8878603;R-HSA-5694427;R-HSA-8847880;R-HSA-5694425;R-HSA-8847638;R-HSA-8854293;R-HSA-8847637;R-HSA-8847635;R-HSA-8854303;R-HSA-8854302;R-HSA-8871196;R-HSA-5694410;R-HSA-8871194;R-HSA-8871193;R-HSA-5694409;R-HSA-190877;R-HSA-6814671;R-HSA-6814670;R-HSA-8868651;R-HSA-2197645;R-HSA-8868648;R-HSA-2197646;R-HSA-5694439;R-HSA-6814678;R-HSA-8875318;R-HSA-8868661;R-HSA-5694436;R-HSA-8868660;R-HSA-196017;R-HSA-917693;R-HSA-6814676;R-HSA-8868659;R-HSA-6814675;R-HSA-8868658;R-HSA-5694435;R-HSA-6814674;R-HSA-196026;R-HSA-5694446;R-HSA-8869438;R-HSA-6814684;R-HSA-5694445;R-HSA-434362;R-HSA-6814683;R-HSA-5694442;R-HSA-6814682;R-HSA-5694441;R-HSA-8875320;R-HSA-8876615;R-HSA-421831;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-917700;R-HSA-5333658;R-HSA-8854604;R-HSA-2255342;R-HSA-6809003;R-HSA-421835;R-HSA-8933446;R-HSA-917696;R-HSA-421833;R-HSA-8862280;R-HSA-6809015;R-HSA-6809014;R-HSA-8849748;R-HSA-6809011;R-HSA-6809010;R-HSA-190682;R-HSA-190681;R-HSA-190687;R-HSA-6814086;R-HSA-190693;R-HSA-190698;R-HSA-204008;R-HSA-6814091;R-HSA-917730;R-HSA-6814090;R-HSA-6814088;R-HSA-429815;R-HSA-451056;R-HSA-5260201;R-HSA-191737
R-HSA-2024101,CS/DS degradation,1,29,0.001902887,0.999101703,0.999101703,3,10,7.07E-04,9606,Homo sapiens,VCAN,,R-HSA-1793176;R-HSA-2022056;R-HSA-2065233
R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,1,29,0.001902887,0.999101703,0.999101703,5,20,0.001413328,9606,Homo sapiens,EIF2S2,,R-HSA-9650722;R-HSA-9653745;R-HSA-9650710;R-HSA-9648888;R-HSA-381128
R-HSA-202403,TCR signaling,19,147,0.009645669,0.999125149,0.999125149,28,52,0.003674652,9606,Homo sapiens,PSMD12;RPN2;PSMD14;FBXW11;RIPK2;PTPRJ;PSMB8;NFKBIA;ENAH;PSMB7;PSMC5;PSMA1;UBC;PSMD3;UBE2N;UBE2V1;LAT;CARD11,,R-HSA-202241;R-HSA-202375;R-HSA-202437;R-HSA-202245;R-HSA-202500;R-HSA-202443;R-HSA-202248;R-HSA-202510;R-HSA-202453;R-HSA-202325;R-HSA-202459;R-HSA-202331;R-HSA-202394;R-HSA-213407;R-HSA-213406;R-HSA-202466;R-HSA-5607728;R-HSA-202214;R-HSA-202534;R-HSA-202212;R-HSA-202472;R-HSA-202216;R-HSA-202478;R-HSA-202541;R-HSA-5607724;R-HSA-202233;R-HSA-202489;R-HSA-430201
R-HSA-72649,Translation initiation complex formation,5,62,0.004068241,0.999147053,0.999147053,2,2,1.41E-04,9606,Homo sapiens,RPS15;EIF3L;EIF3J;EIF4H;EIF2S2,,R-HSA-156808;R-HSA-157849
R-HSA-73886,Chromosome Maintenance,17,136,0.008923885,0.999157124,0.999157124,34,38,0.002685323,9606,Homo sapiens,H2AZ2;RTEL1;LIG1;RFC2;HJURP;RPA1;KNL1;CCNA2;CCNA1;H2BC15;TERT;MIS18BP1;CENPI;H4C14;POLD2;TERF2IP;CCN1,,R-HSA-606349;R-HSA-606287;R-HSA-9670101;R-HSA-181450;R-HSA-164616;R-HSA-164617;R-HSA-164620;R-HSA-163090;R-HSA-9670149;R-HSA-606289;R-HSA-163099;R-HSA-174427;R-HSA-163096;R-HSA-174425;R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-9670114;R-HSA-174451;R-HSA-174448;R-HSA-163120;R-HSA-9668902;R-HSA-174452;R-HSA-174456;R-HSA-176702;R-HSA-176700;R-HSA-606326
R-HSA-159418,Recycling of bile acids and salts,2,39,0.002559055,0.999167066,0.999167066,3,17,0.001201329,9606,Homo sapiens,NCOA2;SLCO1B3,,R-HSA-194187;R-HSA-5340251;R-HSA-194079
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",20,153,0.01003937,0.999169484,0.999169484,23,31,0.002190658,9606,Homo sapiens,SURF1;ATP5PD;TACO1;ATP5MC2;ATP5MC3;UQCR11;SDHA;COX6C;COX5B;ATP5F1D;ATP5MC1;SLC25A27;NDUFS7;NDUFS6;NDUFAB1;TMEM126A;NDUFAF2;COX11;NDUFV2;ND3,,R-HSA-164834;R-HSA-6800870;R-HSA-164832;R-HSA-6800868;R-HSA-6799203;R-HSA-166214;R-HSA-6799202;R-HSA-170026;R-HSA-164651;R-HSA-164840;R-HSA-6788556;R-HSA-6799179;R-HSA-6788523;R-HSA-163214;R-HSA-6799178;R-HSA-166220;R-HSA-163213;R-HSA-6799191;R-HSA-166387;R-HSA-163217;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196
R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,4,55,0.003608924,0.9991781,0.9991781,10,25,0.00176666,9606,Homo sapiens,FADS2;ELOVL2;ELOVL3,,R-HSA-2046095;R-HSA-2046094;R-HSA-2046090;R-HSA-2046088;R-HSA-2046084;R-HSA-2046100;R-HSA-2046099;R-HSA-2046083;R-HSA-2046097;R-HSA-2046096
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),11,101,0.006627297,0.999179103,0.999179103,1,1,7.07E-05,9606,Homo sapiens,RPS15;UPF1;UBC;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-927789
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,14,119,0.007808399,0.999192062,0.999192062,5,5,3.53E-04,9606,Homo sapiens,SRP19;RPN2;RPL13A;RPS15;SEC61A2;UBC;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1;SEC11C,,R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-189445,Metabolism of porphyrins,7,76,0.004986877,0.999207727,0.999207727,7,42,0.002967988,9606,Homo sapiens,ABCC1;UROD;COX15;SLCO1B3;HMOX1;GUSB;HMOX2,,R-HSA-189425;R-HSA-189398;R-HSA-9661799;R-HSA-190182;R-HSA-2995334;R-HSA-9661405;R-HSA-9661820
R-HSA-983712,Ion channel transport,30,208,0.013648294,0.999237258,0.999237258,24,51,0.003603986,9606,Homo sapiens,TTYH3;ATP8A1;ATP10A;ATP1A1;ATP2C2;SRI;BEST1;TRPM2;UBC;ATP6V1E1;ASIC2;TRPM4;ATP8B1;ATP2B4;TRPV2;ATP1B3;ATP11A;TPCN1;ANO3;NA;SCNN1D;OSTM1;FXYD3;FXYD2;SCNN1A;CALM1;SGK2;CUTC,,R-HSA-427910;R-HSA-2744361;R-HSA-8863494;R-HSA-2730664;R-HSA-418309;R-HSA-2682349;R-HSA-2671885;R-HSA-2730959;R-HSA-9650165;R-HSA-2672334;R-HSA-2855020;R-HSA-947591;R-HSA-3295579;R-HSA-2685505;R-HSA-2752067;R-HSA-2684901;R-HSA-3295580;R-HSA-936897;R-HSA-5334788;R-HSA-5252133;R-HSA-9684068;R-HSA-2744242;R-HSA-936883;R-HSA-939763
R-HSA-71240,Tryptophan catabolism,3,48,0.003149606,0.999277098,0.999277098,3,16,0.001130662,9606,Homo sapiens,AFMID;IDO1,,R-HSA-198563;R-HSA-71189;R-HSA-888614
R-HSA-68886,M Phase,71,416,0.027296588,0.999286985,0.999286985,70,91,0.006430641,9606,Homo sapiens,CCP110;LMNB1;SMC2;TUBA1B;TUBB3;PPP2R5E;PSMD3;NUP62;PIM1;EMB;PRKACA;CEP290;YWHAG;RAB2A;NDC1;NUDC;ANAPC7;PRKCB;PPP2R5B;PRKCA;KIF23;KNL1;PPP2R5C;LEMD3;TUBG1;SIRT2;TUBB2B;TUBB2A;H2BC15;PSMA1;INCENP;H4C14;KIF20A;CHMP6;CEP20;NUP205;PSMD12;POM121;RPN2;PSMD14;RAB1B;PDS5B;AAAS;SKA2;PSMB7;DSN1;POM121C;PRKAR2B;NUP42;NUP85;UBC;CEP72;BUB1;VTI1B;NEK9;H2AZ2;TUBB4A;PSMB8;PSMC5;CENPI;DLC1;NCAPD2;TUBGCP3;NUP37;TUBA8,,R-HSA-2514854;R-HSA-9648017;R-HSA-375302;R-HSA-156673;R-HSA-2172194;R-HSA-156682;R-HSA-1638803;R-HSA-2990880;R-HSA-2294574;R-HSA-2990882;R-HSA-9615901;R-HSA-2984226;R-HSA-2520883;R-HSA-2545203;R-HSA-2294580;R-HSA-380316;R-HSA-2468287;R-HSA-2294590;R-HSA-2995376;R-HSA-9624845;R-HSA-9668405;R-HSA-2172678;R-HSA-2422927;R-HSA-174121;R-HSA-9668415;R-HSA-5244669;R-HSA-2466068;R-HSA-156723;R-HSA-2984220;R-HSA-2470935;R-HSA-2429719;R-HSA-2301205;R-HSA-2172183;R-HSA-9668389;R-HSA-9634219;R-HSA-9668395;R-HSA-1638821;R-HSA-9668398;R-HSA-2245218;R-HSA-174144;R-HSA-2545253;R-HSA-2288097;R-HSA-2467809;R-HSA-5229194;R-HSA-2467811;R-HSA-5223304;R-HSA-2993898;R-HSA-9648089;R-HSA-9668419;R-HSA-2529015;R-HSA-9615937;R-HSA-9618378;R-HSA-380508;R-HSA-2529020;R-HSA-9615945;R-HSA-2172666;R-HSA-2980720;R-HSA-2468293;R-HSA-9648114;R-HSA-9667952;R-HSA-2314566;R-HSA-9634169;R-HSA-2314569;R-HSA-2294600;R-HSA-2468040;R-HSA-2214351;R-HSA-2984258;R-HSA-2484822;R-HSA-2467794;R-HSA-174202
R-HSA-156842,Eukaryotic Translation Elongation,11,102,0.006692913,0.999293274,0.999293274,5,9,6.36E-04,9606,Homo sapiens,RPS15;UBC;EEF1A2;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907;R-HSA-156909
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,14,120,0.007874016,0.999297372,0.999297372,3,3,2.12E-04,9606,Homo sapiens,RPL13A;EIF2S2;RPS15;EIF3L;UBC;EIF3J;EIF4H;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-156832;R-HSA-156823;R-HSA-156826
R-HSA-156902,Peptide chain elongation,10,97,0.006364829,0.999408827,0.999408827,4,5,3.53E-04,9606,Homo sapiens,RPS15;UBC;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907
R-HSA-75893,TNF signaling,5,64,0.004199475,0.999409161,0.999409161,43,56,0.003957318,9606,Homo sapiens,USP4;MAPKAPK2;UBC;TNF,,R-HSA-5357776;R-HSA-5357904;R-HSA-9815510;R-HSA-5357845;R-HSA-9796368;R-HSA-9793680;R-HSA-5357780;R-HSA-9815507;R-HSA-9817362;R-HSA-9796626;R-HSA-83656;R-HSA-9818975;R-HSA-3371385;R-HSA-9794008;R-HSA-83660;R-HSA-9796379;R-HSA-9793988;R-HSA-9817411;R-HSA-9815501;R-HSA-9793679;R-HSA-9714959;R-HSA-9796617;R-HSA-5626953;R-HSA-9817397;R-HSA-5693108;R-HSA-9796342;R-HSA-5693055;R-HSA-3371353;R-HSA-5357757;R-HSA-9817400;R-HSA-9796346;R-HSA-140978;R-HSA-9818789;R-HSA-5626981;R-HSA-5626982;R-HSA-5357860;R-HSA-9796387;R-HSA-5634221;R-HSA-9714924;R-HSA-5357928;R-HSA-5626988;R-HSA-8863101;R-HSA-83582
R-HSA-3296469,Defects in cobalamin (B12) metabolism,1,31,0.002034121,0.999446526,0.999446526,2,14,9.89E-04,9606,Homo sapiens,AMN,,R-HSA-3296462;R-HSA-3296477
R-HSA-389599,Alpha-oxidation of phytanate,1,31,0.002034121,0.999446526,0.999446526,1,8,5.65E-04,9606,Homo sapiens,PHYH,,R-HSA-389639
R-HSA-389887,Beta-oxidation of pristanoyl-CoA,1,31,0.002034121,0.999446526,0.999446526,1,11,7.77E-04,9606,Homo sapiens,ACOX2,,R-HSA-389889
R-HSA-2453864,Retinoid cycle disease events,1,31,0.002034121,0.999446526,0.999446526,1,16,0.001130662,9606,Homo sapiens,STRA6,,R-HSA-2453818
R-HSA-2474795,Diseases associated with visual transduction,1,31,0.002034121,0.999446526,0.999446526,1,17,0.001201329,9606,Homo sapiens,STRA6,,R-HSA-2453818
R-HSA-9675143,Diseases of the neuronal system,1,31,0.002034121,0.999446526,0.999446526,1,17,0.001201329,9606,Homo sapiens,STRA6,,R-HSA-2453818
R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,2,41,0.002690289,0.999463107,0.999463107,4,17,0.001201329,9606,Homo sapiens,NUDT16;NUDT15,,R-HSA-2395876;R-HSA-2509793;R-HSA-2395869;R-HSA-2509816
R-HSA-9679191,Potential therapeutics for SARS,22,168,0.011023622,0.999485881,0.999485881,14,36,0.00254399,9606,Homo sapiens,ITGB1;MBD3;SYK;IL11RA;IL1R1;CUL3;AP2A1;ATP1B3;ATP1A1;NR3C1;GATAD2A;CD79B;FXYD3;IMPDH1;FXYD2;FNTB;SOS1;FKBP4;MTA3;AP2M1;RCOR1;JAK1,,R-HSA-9696179;R-HSA-9647987;R-HSA-9681616;R-HSA-9678935;R-HSA-9712274;R-HSA-9691421;R-HSA-9678749;R-HSA-9679740;R-HSA-9681763;R-HSA-9678561;R-HSA-9684068;R-HSA-9679787;R-HSA-9681294;R-HSA-9678925
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,11,105,0.006889764,0.999551306,0.999551306,30,47,0.00332132,9606,Homo sapiens,ACBD7;ACAA2;ACOT7;ECI1;MARVELD3;NDUFAB1;ACOT1;ACAD11;HADH,,R-HSA-77312;R-HSA-77314;R-HSA-5690066;R-HSA-77254;R-HSA-77321;R-HSA-77256;R-HSA-77323;R-HSA-77325;R-HSA-77329;R-HSA-77331;R-HSA-77333;R-HSA-77271;R-HSA-109339;R-HSA-109338;R-HSA-77277;R-HSA-77340;R-HSA-109342;R-HSA-77342;R-HSA-77344;R-HSA-77283;R-HSA-8933547;R-HSA-5695989;R-HSA-5690043;R-HSA-109998;R-HSA-8848246;R-HSA-77301;R-HSA-77303;R-HSA-77304;R-HSA-77309;R-HSA-8874745
R-HSA-389661,Glyoxylate metabolism and glycine degradation,6,73,0.004790026,0.999587288,0.999587288,7,23,0.001625327,9606,Homo sapiens,BCKDHA;ALDH4A1;NDUFAB1;OGDH;HOGA1;PPL,,R-HSA-6784423;R-HSA-6793590;R-HSA-5694018;R-HSA-6784399;R-HSA-5693967;R-HSA-6792572;R-HSA-5693977
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",5,66,0.004330709,0.999592106,0.999592106,3,6,4.24E-04,9606,Homo sapiens,RPS15;EIF3L;EIF3J;EIF4H;EIF2S2,,R-HSA-72647;R-HSA-156808;R-HSA-157849
R-HSA-70263,Gluconeogenesis,5,66,0.004330709,0.999592106,0.999592106,4,26,0.001837326,9606,Homo sapiens,G6PC3;MDH2;ENO2;ENO3;SLC25A13,,R-HSA-3262512;R-HSA-372448;R-HSA-71783;R-HSA-70494
R-HSA-72613,Eukaryotic Translation Initiation,15,130,0.008530184,0.999605023,0.999605023,18,21,0.001483994,9606,Homo sapiens,RPL13A;EIF2S2;RPS15;EIF5;EIF3L;UBC;EIF3J;EIF4H;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-72673;R-HSA-72672;R-HSA-156832;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72691;R-HSA-72722;R-HSA-156823;R-HSA-72663;R-HSA-156826;R-HSA-72697;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670
R-HSA-72737,Cap-dependent Translation Initiation,15,130,0.008530184,0.999605023,0.999605023,15,18,0.001271995,9606,Homo sapiens,RPL13A;EIF2S2;RPS15;EIF5;EIF3L;UBC;EIF3J;EIF4H;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72691;R-HSA-72722;R-HSA-72663;R-HSA-72697;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670
R-HSA-1461973,Defensins,3,51,0.003346457,0.99960946,0.99960946,5,19,0.001342661,9606,Homo sapiens,PRSS2;DEF6,,R-HSA-1462023;R-HSA-1461971;R-HSA-1461982;R-HSA-1462014;R-HSA-1461993
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,3,51,0.003346457,0.99960946,0.99960946,3,15,0.001059996,9606,Homo sapiens,VAT1;SLC6A6;SLC6A15,,R-HSA-444160;R-HSA-351987;R-HSA-352059
R-HSA-9637690,Response of Mtb to phagocytosis,3,51,0.003346457,0.99960946,0.99960946,3,30,0.002119992,9606,Homo sapiens,HGS;UBC,,R-HSA-9635667;R-HSA-9636439;R-HSA-9636461
